TUT0000000:100000,Broke Ass Preroll,NaN,Prerolls,NaN,Little Sahara Farms,NaN,Flower,yes,no,no,1.0,g,24.5,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUQ0000000:100000,Twisty's Delight bulk flower,NaN,Flower,Twisty Delight,Little Sahara Farms,NaN,Flower,yes,yes,no,NaN,g,NaN,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
