TTZ0000000:100000,Banana Hammock live diamonds 1g,NaN,Concentrates,Banana Hammock,CR 1090 LLC (Treehouse Tribe processing),NaN,Concentrate,yes,no,yes,1.0,g,44.8,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TTW0000000:100000,Head of Honey - Rex Juice budder 1g,NaN,Concentrates,NaN,Danky Pharms,NaN,Concentrate,yes,no,no,1.0,g,44.8,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
