TYE0000000:100000,Columbian Shortbread ambrosia,NaN,Concentrates,NaN,Apothecary,NaN,Concentrate,yes,no,no,1.0,g,50.2,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TYB0000000:100000,Apothecary Buttercream Cake ambrosia 1g,NaN,Concentrates,NaN,Apothecary,NaN,Concentrate,yes,no,no,1.0,g,50.2,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
