TSQ0000000:100000,Sublime Oatmeal Cookie 50mg,NaN,Edibles,NaN,Sublime,NaN,Marijuana Product,yes,no,yes,50.0,mg,29.0,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TSN0000000:100000,Sublime Coco Crispy Treat 100mg,NaN,Edibles,NaN,Sublime,NaN,Marijuana Product,yes,no,no,100.0,mg,65.6,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
