TZU0000000:100000,Noble Nectar Purple Berry Swirl plasma,NaN,Concentrates,NaN,Noble Nectar,NaN,Concentrate,yes,no,no,1.0,g,32.5,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TZQ0000000:100000,Noble Nectar Lemon Swirl Plasma Baller Jar,NaN,Concentrates,NaN,Noble Nectar,NaN,Concentrate,yes,no,no,3.5,g,53.4,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
