TVQ0000000:100000,Cheeba Chews Sleepy Time 100mg,NaN,Edibles,NaN,Stash House Distribution,NaN,Marijuana Product,yes,no,no,100.0,mg,34.5,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TVN0000000:100000,Royal Highness bulk flower,NaN,Flower,,JJ Horticulture,NaN,Flower,yes,yes,no,NaN,g,NaN,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
