TXR0000000:100000,873 Labs Concentrate Sample,NaN,Concentrates,NaN,NaN,NaN,Concentrate,yes,no,no,1.0,g,34.5,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TXO0000000:100000,Insane in the Membrane bulk flower,NaN,Flower,NaN,Earth Pharms,NaN,Flower,yes,yes,no,NaN,g,NaN,g,NaN,no,no,no,no,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yes,NaN,NaN,NaN,NaN,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
